GEOID,total_area_km2
05109,1590.1339920778687
05021,1662.0359641700925
05121,1698.879959311728
27021,6251.732099899498
27173,1977.0334055804838
16073,19936.46177075377
37143,652.2468172750654
38077,3744.3995905844763
38045,2980.9712873235476
38059,5038.01637334614
54063,1226.6906993300465
54057,852.4306161683879
28049,2272.409519951615
45005,1068.3243700100054
22033,1218.2737060185052
47033,688.2082769065456
47081,1586.4814126993688
47093,1362.0981708408372
47013,1290.20076760963
47181,1905.3392277843045
46083,1497.0169060792925
46117,3929.0367701332766
47057,783.4437107374141
47019,900.3018155850119
46041,6333.318855522241
20129,1889.9357606740666
54099,1326.3403840803553
54085,1174.9247073362876
56035,12781.79068347545
54065,594.6529520092988
51073,642.9262269377328
51036,518.7398746443497
51595,18.000260268040698
28051,1980.4348495571267
28055,1143.4300196038764
12029,1861.4603496992859
16015,4939.015346797902
16085,9671.024758354943
16027,1563.3802067566858
50025,2067.347111560941
13013,421.9266384943573
13313,753.8385737966579
34041,939.0742641153682
53033,5676.5924238327725
01063,1709.1243166605104
31167,1116.2705460928623
21037,413.6355106073428
51105,1132.5982091242777
25005,1527.7690547801162
37139,599.3431751278508
37107,1039.4883869945336
20019,1670.085184461596
36043,3776.418034746671
12001,2509.199777756255
12083,4306.264469806369
08071,12367.646310320984
48391,2034.2494048897074
48161,2310.1162930459686
48403,1493.784311755875
30071,13499.152717792422
30063,6780.563991735123
30089,7225.568150536205
30105,13109.135066736606
30023,1920.1920343056026
49013,8418.181218360629
49037,20547.160320377065
49023,8820.281016944255
36019,2894.108763296454
48457,2423.5238873442186
48167,1065.3992902899356
48139,2465.539478339098
48491,2931.59068990098
48061,2606.491206715106
48349,2812.8385394245624
12103,843.8421814477499
12041,919.8572624671359
08059,2004.7907036685629
09001,1691.1911839294203
10003,1126.18895635396
12033,1932.1468126332297
29037,1819.6377540247418
29203,2600.4873267357802
29041,1985.7339492558622
26047,1250.4254915539143
26147,1934.0739888523137
26119,1457.1263032472161
26153,3164.6567048777815
72107,165.13376874081274
69110,117.85533836270791
69085,158.21192045336977
04025,21049.16758105898
04027,14296.60177434261
36085,149.562058688574
36067,2086.429750574891
06023,9351.972147960425
06035,12226.366170553023
32003,20877.29844258396
32033,23039.86064104524
23005,2459.877061851905
21089,917.8993238145422
22117,1750.9773507790292
20091,1242.7471217344098
22123,933.7092268050079
23017,5635.686170433483
22125,1103.6160407456923
21139,885.8137271085019
51069,1075.6428365806078
23025,10604.228054330924
24005,1608.9469738025298
24043,1210.5647725211545
25021,1065.900302337505
24009,615.5720512390702
37013,2229.66772225439
37101,2060.694101583849
37035,1077.4920349891715
37019,2303.4209615505692
41001,7998.944282916131
05145,2698.951338666371
05107,1884.2230693731408
05007,2290.122431156927
48185,2076.1877557022162
30031,6820.983590605268
30099,5936.08741107784
49045,18871.874169583974
49029,1582.1346351666634
50027,2530.927367672592
48091,1489.178029296453
08049,4841.876239732634
12053,1285.8572280135645
29207,2146.7570159591824
25015,1412.2190020013554
48319,2413.984680581784
72023,186.95502212124927
27171,1850.0094286329509
37029,630.5554850300556
48425,496.9606107328485
26083,1519.1078530403604
22041,1644.8266264144147
22083,1461.759487955977
54075,2438.9906970283027
45071,1676.3966477800877
22101,1784.3379280656015
47119,1594.4226967654724
47021,795.2705987521086
47049,1292.2639225384605
54081,1578.1739525717235
54021,880.7640100047851
51175,1559.9400906278904
51179,722.2034641938833
51127,579.6652565956999
13091,1303.007946269578
28151,1969.5648392134221
29087,1218.3103813720766
13163,1372.021570620621
13051,1277.5883015018737
13289,939.1559215293858
01023,2385.1395677056007
53035,1062.9731205217645
51187,564.4675747544032
01069,1506.3634066214975
21195,2042.6116132133623
22105,2185.511911774767
37061,2124.3239195936867
37051,1705.647868941832
20059,1494.6684741626068
39105,1121.5067091832952
06045,9102.116658649607
08001,3065.444053849577
08077,8653.789850516923
