variable,state,state_fips,mean,std,min,max,trend_per_decade,n_counties
Rx5day,WI,55,89.72691796790863,4.0742447491164695,79.53969856452375,102.36348578418381,0.7865475588812244,72
Rx5day,WY,56,48.56665525126209,2.155635751777411,44.53852249681633,53.44922340839582,0.20238248265406222,23
SDII,AL,01,12.713209059794313,0.2869092576033607,12.005114755378404,13.249811820735516,0.054808072126980474,67
SDII,AZ,04,6.218330521227624,0.17934286551359116,5.7663428266651175,6.743813001081515,0.024485524100522904,15
SDII,AR,05,13.036647664377728,0.2728906949331853,12.574355827855184,13.83177595991658,0.01542736000862539,75
SDII,CA,06,9.730656098804843,0.31046891850442465,9.029898136603956,10.607375254142571,0.03309613202135499,58
SDII,CO,08,5.532487984617751,0.09600122941273827,5.322897256869104,5.826102196959722,0.01795643846605889,64
SDII,CT,09,0.0,0.0,0.0,0.0,0.0,9
SDII,DE,10,10.246853030090863,0.28052125074767464,9.573579905186111,10.870033621973498,0.06677128342627803,3
SDII,DC,11,9.992551990196079,0.29821339660716933,9.279999,10.4900055,0.05933492450169763,1
SDII,FL,12,10.972591201648147,0.20740428042135708,10.446511802345077,11.45486146639753,0.049035336489688996,67
SDII,GA,13,11.377001517588209,0.2557818846853717,10.58384049337383,12.015027205391288,0.06732897749772461,159
SDII,ID,16,5.647022410246072,0.10670376757475532,5.414988396937259,5.821492845187992,0.03479740205976253,44
SDII,IL,17,9.377374020531295,0.20868063129983722,9.04088837479694,9.849861474031972,0.06959930389788382,102
SDII,IN,18,8.98453325509624,0.18315042361503447,8.636002827114543,9.446309741757778,0.059027593921697596,92
SDII,IA,19,9.218449072932186,0.2013349541952358,8.899643018177393,9.7155486400066,0.05655435779006681,99
SDII,KS,20,9.84788851845091,0.23120654439860705,9.438141532543117,10.580815717020386,0.044007682720153075,105
SDII,KY,21,9.992264413599838,0.2147464989443685,9.592238720280328,10.639681713915733,0.05124577230560838,120
SDII,LA,22,13.819955953174347,0.31101264873411893,12.806794039624645,14.592516590608739,0.03095574330617907,64
SDII,ME,23,8.836680965791901,0.22442025821872932,8.253518633134137,9.340160305382533,0.06203167429693596,16
SDII,MD,24,9.759380087548523,0.265584281930702,9.098303993997378,10.215340059127428,0.062315866610164874,24
SDII,MA,25,9.969242740262278,0.23109962814244367,9.491116634655627,10.553958777964844,0.04808294282840372,14
SDII,MI,26,6.806283455928389,0.14624606188845812,6.557291773443381,7.244364711660631,0.05052836945202871,83
SDII,MN,27,7.555316758060826,0.10711471403712725,7.327767776559087,7.802840846904089,0.026747406263094107,87
SDII,MS,28,13.723869770567026,0.28137675356175257,12.942243385219214,14.397003095445534,0.04180094565090971,82
SDII,MO,29,10.767988032774358,0.23405824579154222,10.403204721680467,11.383771301239959,0.0665250764100908,115
SDII,MT,30,5.454090917703564,0.09726425141948046,5.132728303027134,5.633594712800523,0.02519656122986899,56
SDII,NE,31,8.00103296382661,0.17718568388940262,7.6608486111109455,8.498377058405657,0.04322432460244858,93
SDII,NV,32,4.974811503635732,0.11186997187231375,4.745742943885617,5.343696293847591,0.016330415540845643,17
SDII,NH,33,9.092340968005953,0.23239035754930543,8.607119900996395,9.58529829372049,0.060794317371641114,10
SDII,NJ,34,10.314105740084276,0.26197444832483235,9.591406324389311,10.988493233251573,0.0634440823700661,21
SDII,NM,35,5.691650709690023,0.12965217051962177,5.470338205289182,5.961165643781869,0.010593463227549265,33
SDII,NY,36,7.856512213500114,0.15768517372060228,7.492768170684631,8.149287674111026,0.046384200080498636,62
SDII,NC,37,10.523562285179896,0.1971782588134183,10.067168699377483,11.070252036053706,0.0578419595475822,100
SDII,ND,38,6.468020327567029,0.13624865476146655,6.121699911360901,6.809514011411485,0.020371089115604524,53
SDII,OH,39,7.9381096972634015,0.1631214278320233,7.560724922883921,8.260467780826437,0.05385326586189328,88
SDII,OK,40,11.510486822994347,0.2721406666490579,10.891295976562427,12.317590832349158,0.027533254242804717,77
SDII,OR,41,6.985447338731871,0.16731244655628771,6.550607770287251,7.279339246834683,0.04313604589675582,36
SDII,PA,42,8.430994343512769,0.1905539765366841,8.045301556107587,8.931101739078352,0.05566519599395944,67
SDII,RI,44,10.595385054373871,0.27568705202816024,9.938902096723464,11.228793255079037,0.058265572511526885,5
SDII,SC,45,10.714875850645024,0.24713770538511995,10.17820467165462,11.427963941206492,0.06498191788557428,46
SDII,SD,46,7.123374944129255,0.1266882312759416,6.8381284230016925,7.3879677762581775,0.027454170334233204,66
SDII,TN,47,11.067135185179838,0.2310927351290953,10.564954389648927,11.679197787965526,0.03304034968509823,95
SDII,TX,48,10.126634321896617,0.2072428446105832,9.74766498872817,10.53023800755218,-0.0016295583018050878,254
SDII,UT,49,5.085002458505231,0.11317264447424,4.875052730440082,5.3837239936289025,0.02577340334823477,29
SDII,VT,50,8.139062503373564,0.18594411138998637,7.784826274612783,8.46074855145458,0.055419964996632466,14
SDII,VA,51,9.742439944019297,0.2148124971044487,9.224407438779286,10.152126758534072,0.04689250946107344,133
SDII,WA,53,7.911178855740291,0.1821378175221415,7.364569029800973,8.20193819006513,0.05445118135736509,39
